Afrique,Chine,Etats-Unis,Asie Pacifique,Amérique Latine et Caraïbes,Brésil,Russie,Mexique,Australie,Moyen-Orient,Union européenne,Europe,Canada,Inde,Indonésie,Japon
Afrique,82.45187627721323,1.36330428183735,1.5167469656842976,1.171178827294741,0.2492470207491636,0.2776498084641263,0.20880626077453998,0.1318788086532419,0.11130310034353087,4.563522137589432,5.466089873056225,1.1297166318846281,0.17885843556379444,0.7814583153656175,0.1258459272790817,0.2725173282469875
Chine,0.13147932940433857,97.22213052680105,0.6482982119875023,0.4767964140911741,0.13860568777658733,0.039712370147350094,0.0674533537766295,0.031870719854082366,0.03948531755211899,0.1951643215829016,0.4898780528615826,0.14192190802543972,0.06261631590580632,0.09916415923538453,0.04437097963082757,0.17105233136724635
Etats-Unis,0.08956674832355842,0.611572123974867,86.62010452878324,4.769341057265915,0.9017974946606617,0.0609447704596249,0.05575587202706173,1.384157920384091,0.03179416114791573,0.5505587796324075,0.5792238769483814,0.14312303042675228,1.3944891022773873,0.07969908615856304,0.0933793197245187,2.634492127805057
Asie Pacifique,1.3001511023529253,28.78475412985095,7.157564015337403,42.516556605087445,0.8710285408932823,0.2802743705338057,0.7660786527194642,0.2115176421782047,1.1656041627435978,3.398379514556981,5.038396213977967,1.6192850057311556,0.6332387621198555,1.5857454370287034,1.4350969946058116,3.2363288502824523
Amérique Latine et Caraïbes,1.0719129603706985,13.978131467113219,5.760404636342496,3.150392822229147,54.45860297065986,2.0604729561449218,3.136559815496879,0.5964812916045457,0.09739940137740222,3.9248335878508374,5.485276916310682,4.77881282776272,0.46033871960120526,0.3260648039731539,0.11392631434955691,0.6003885088126701
Brésil,0.9740242276098283,9.260999533548743,0.8904782277659951,5.913073427608072,2.8928352273176685,66.20666367614598,0.15589761032670693,0.07676709034239201,0.06272126527242723,8.224472338567077,1.9740630208728411,2.5434968144627854,0.0807706547259231,0.2488730631441036,0.12805448378404374,0.3668093385054247
Russie,0.5136447691259526,3.362586164058089,1.1214113527020413,3.281458844203009,0.30953470919981085,0.15915233064100082,83.31509148520679,0.07462426804962696,0.09386134158661327,0.7911872692826373,3.6446132962065336,2.1529912526142874,0.11093833238822405,0.4672857996997276,0.13846403902730015,0.463154746008367
Mexique,0.05079171253592874,0.34902668674209136,31.719338197606735,1.9266310193413583,0.49914476350192893,0.04139246919424457,0.015887149687173377,62.48364875068532,0.019725461190534307,0.11766069599543431,0.38555340238650615,0.07987728746237852,0.71803156403169,0.044875330445903666,0.030651033937724458,1.5177644752550483
Australie,0.6382599507461628,18.73197438149164,9.832538021587602,14.413379924767403,0.5311172644066207,0.29529127096891994,1.0254122249427338,0.16950815109992606,23.694832479372344,3.92577991080039,3.8680812713340744,1.7095299467535723,0.857449582542768,0.7899764914888873,8.726617573211383,10.790251554485598
Moyen-Orient,3.97520958557577,7.339797807847756,5.970346110055555,7.2177036017541605,0.7345532216404228,0.6538447650621375,0.5440281084113975,0.2105184467616956,0.3610291434594353,58.05399308827853,6.669961253406531,2.7304915082155627,0.45691041356421425,3.5242026213706223,0.3897118584273171,1.1676984661688956
Union européenne,2.5261834940807257,1.2604227104300887,1.9461046570289895,1.5704391980099135,0.3579488354998982,0.21823831072475436,0.98252601606412,0.14755653858010812,0.1470963499331,5.231335540649229,72.9835227724413,11.47945382222675,0.24062493673831595,0.38466583343357563,0.08597680871639471,0.4379041754427453
Europe,1.4312907742789196,1.9680481311561284,1.8271313222723327,4.055926019816521,0.424548669917229,0.21558640207569515,10.946816207765835,0.11539714146351254,0.17920458531,5.0244440537540065,9.71115020107951,62.684160431310495,0.2632866559057331,0.5400320780319512,0.17589486326050574,0.4370824626016285
Canada,0.22617412896234523,3.3139555174869364,30.81747046479455,3.547133602517083,0.5505444517677393,0.13418881693533766,0.16040814998426733,1.2031943245323549,0.08811985617498147,0.4362223173455912,1.783176835176032,0.5062562417253833,54.431281419144696,0.17377382814026957,0.11476878523874101,2.5133312600736994
Inde,2.1825379769138316,2.5042763674998207,3.9977598074520415,15.179996338252316,0.7237605475167207,0.32977538334184825,0.5492056487490984,0.19088918052310597,0.3027897154443339,6.938280441284256,5.377055218260683,1.7752602207196464,0.32333008423420645,57.4762897302436,1.4835134013894988,0.6652799381749971
Indonésie,0.021525113219548725,0.08376611490228891,0.12259844990472281,0.07663540035870796,0.024361743716513725,0.006599193772400626,0.005347123242303468,0.0076810939478810375,0.006010294162505307,0.02065896609604075,0.10630127176378408,0.027373668760052622,0.009199432068864956,0.010394727346961929,99.43941087718595,0.032136529551472615
Japon,0.021629313667270764,0.3232547407286053,0.47375214610432137,1.6266991753501374,0.03223922315663413,0.011321155203858303,0.014738659125023807,0.018159848828930188,0.016159593235487834,0.06668991388360115,0.1735437399102992,0.0648286995732672,0.03728482463425238,0.0434466944419359,0.02881701731903154,97.04743525483734
