Afrique,Chine,Etats-Unis,Asie Pacifique,Amérique Latine et Caraïbes,Brésil,Russie,Mexique,Australie,Moyen-Orient,Union européenne,Europe,Canada,Inde,Indonésie,Japon
Afrique,99.18075380821739,0.8673531687833241,2.112351983128207,3.1913488381458652,0.8206140492595407,0.49287879822173225,2.4198439055429235,2.5120057568915497,0.846401338894443,6.8710637807983606,31.33406638431216,22.393933529453747,7.651138737460139,13.880855645802196,5.819379621532135,6.628419893870801
Chine,0.0066693312205451305,95.28133188790105,0.20052988477280614,1.0000345923280844,0.03480991246996292,0.011546123983483444,0.09197955376753456,0.07898842909418982,0.06708514011445461,0.1542170422450118,0.3083750126127082,0.4027593642172822,0.3670809435965858,0.990099568369789,1.1131664084842257,0.5513119699672291
Etats-Unis,0.04194149348407509,0.08743266085081075,82.02161397799999,0.55168427733889,0.16597810912013683,0.017716725586622642,0.12383001810979191,0.24469897660888656,0.0812805157360949,0.7113747642717377,2.1237929728163167,3.733888483519822,8.753705468168809,0.16823255362684633,0.15474245190795285,3.091232755591419
Asie Pacifique,0.40927768488605365,2.179591853504549,9.866475968235845,79.29244567096849,1.1344434901640352,0.36418591570824405,6.726418043433942,1.563433516923417,2.306839287730298,6.399307992230242,12.642847875959623,15.536450407289918,7.406419387069888,27.444641878240418,17.470231661663327,25.876651293129164
Amérique Latine et Caraïbes,0.09991990739883382,0.27164465188741327,2.1889307964802027,1.4336813683693146,95.34880902918852,10.97598056796802,1.258872998457539,1.5473526301427751,0.1393091426912603,8.770533179952665,20.501708633080774,5.613411320076414,3.7008888273374203,3.506458192355486,1.650118446202578,4.193902776401604
Brésil,0.007806825690710174,0.031552046814082545,0.09967462524932572,0.4938516903362784,1.4689193829383689,87.7376624514069,0.12320336162003534,0.08791589631194827,0.024858089633896522,0.3650246901896662,0.713967565848167,1.1585231556423348,0.4172296744871124,0.09662210599843617,0.19587005984920097,0.34130173046600526
Russie,0.013084175834696695,0.2281213815645639,0.13577166765257484,1.0370728979010966,0.09841826878082834,0.01868971770679488,77.30877418289708,0.11457258363318833,0.03490176527507361,0.37064124112985136,5.111609848624299,1.9609152834863128,0.2589030061993511,0.3902746433945478,0.4195152480246031,1.7645633576112838
Mexique,0.005018660328459392,0.011964654480922274,0.11403517492348636,0.08046212102857807,0.1659856828396595,0.026738150100038622,0.02716911979119914,92.09113401505331,0.014332056850392282,0.09899768581886499,0.20014364124386494,0.1720591847647869,0.4850333450188374,0.058851539482138095,0.06924547883344793,0.2961596098836153
Australie,0.12615985945123806,0.6815517501147432,1.0844697347233028,10.773987027206376,0.37053687761346654,0.10854926192904284,0.8457051387969493,0.904770551320845,96.23757989680499,2.1886145648336646,2.8830962711709276,3.451743579733065,14.765149668974958,5.2835769783179085,55.557388474037516,53.44174319381039
Moyen-Orient,0.05371029737623051,0.10082099967630674,1.5314527435258387,0.9344376062219553,0.15962923671957188,0.12341266035733064,0.44736728950051124,0.26305639589463364,0.089929573511677,72.00130668758352,2.845509928975258,2.4366074645732225,1.1192372129176187,9.714869800709257,1.3104116166798983,1.174276830499284
Union européenne,0.023016031539277025,0.03287335907102337,0.1356413633547119,0.3067677818800788,0.05039990978917125,0.02159525311784746,1.7179325327442339,0.12665555733777062,0.03200647253943279,1.2485968602456223,19.5588518231954,2.6516263017110964,0.3301333037570045,0.25827688131167903,0.2774062081397828,0.24822419220905212
Europe,0.012693782856576739,0.11436366746334084,0.22287129883131357,0.5368950414094267,0.06391921109242167,0.019392749780195968,8.751524784516498,0.10005133913780773,0.06972257139248185,0.3568669835250529,1.2342675189480643,39.916623499089134,0.3502865746092255,1.093785728132455,1.2239009687255082,0.7218198030085328
Canada,0.019115219513449213,0.10759930301351653,0.2786947905233707,0.32448464097077473,0.11505492438904949,0.08047952781799246,0.15049555388901362,0.35508688417874656,0.05280289448909292,0.1699206966037493,0.5127394193838584,0.5326962852755895,54.23589532576163,0.4170641533365574,0.2860605954952064,1.022932494406138
Inde,0.0004686015920824769,0.001483313981540287,0.0033642793165462306,0.028112654427386658,0.0005675803009491371,0.00029441623276914135,0.0014931189658478217,0.0016026148410381621,0.0010127476265971505,0.2781411912481362,0.009548432300029592,0.012613862194924786,0.139003097499446,36.68984386678873,0.018288563745568916,0.014403079134729657
Indonésie,0.0003632701025639384,0.0022975333497045917,0.003990802665516361,0.014448500229982385,0.0019041662624524145,0.0008740878984094179,0.005369521576414001,0.008634198868555003,0.0019268259424864798,0.0153574714741612,0.019396692994932983,0.026080396136901492,0.019773160993909883,0.006432151804833335,14.43414830985329,0.014868358685481305
Japon,1.0505078078822039e-06,1.7767543097961668e-05,0.00013090861696289725,0.00028529123742339086,1.0169071865136399e-05,3.5921845633177433e-06,2.0876390490254303e-05,4.065376132574415e-05,1.1680767339738726e-05,3.516784970995289e-05,7.797853360752885e-05,6.788283544853088e-05,0.0001222661480588804,0.00011431232873630898,0.00012588682575430656,0.6181886613252611
