Afrique,Chine,Etats-Unis,Asie Pacifique,Amérique Latine et Caraïbes,Brésil,Russie,Mexique,Australie,Moyen-Orient,Union européenne,Europe,Canada,Inde,Indonésie,Japon
Afrique,3833357.788174156,17249.106053056825,69908.61124790375,33419.60174574832,10593.09124957029,8350.339399975595,10350.855975552422,6616.415427671453,6477.526183181729,84322.45373092151,295512.15625546506,86155.35011502287,9735.668025926596,26530.553648715017,4763.1803472770835,21471.32947929433
Chine,1379.6001033089062,1250278.4788300474,25846.508205866256,7180.103808620454,2169.2035603370527,309.9394231782327,1282.601609843231,583.0626322282544,1498.2673400031845,3537.973769121232,10876.921126629288,3816.1150307845382,1355.3599049098907,963.8602602224239,785.207941680323,6118.896003405321
Etats-Unis,704.0531825001638,2914.4440435961637,1756080.8183447258,40606.393903404045,5678.662372593904,355.73353570104206,1170.7009935927085,50193.61291541509,425.92983410633155,3074.2652278911723,8461.56645873845,4354.03309220242,14946.218963620504,297.2510046091956,355.3593228915195,43831.025395230055
Asie Pacifique,23714.064565513498,88636.15111810708,247942.66481693863,882558.3886252356,20999.713572612207,4264.300988053157,16163.311458814056,20337.238608009884,28467.82134262342,42936.76449586677,126832.92185435866,47574.347252349166,31536.367396518206,19337.265496321605,20010.99137650053,86562.32065663216
Amérique Latine et Caraïbes,24226.072760933774,13625.29432316129,108775.80308859968,19126.74110601293,1120148.707729717,51249.01778369691,9740.006409918607,17025.745780481142,2541.0479809685385,59899.28275382572,155000.00181093262,50370.683036141425,6652.919766077252,3631.660763695269,1317.758755493075,15290.151540876283
Brésil,2439.1690779191917,6412.361485415001,12633.521316933078,12137.441931681382,18677.569139709776,1038653.7178504554,10287.336413006633,727.3633408737209,505.98553741845245,25694.060765405346,35809.38959891181,9938.416184616226,688.915251000741,707.4881194132743,324.1732045727662,4311.766931837058
Russie,839.2917302347284,3703.1490300298733,3123.0793565193194,9309.394223758105,740.2815153341223,149.17759325871612,338965.52047970606,142.90359509090246,182.49012418637943,2801.0245896576125,10197.718537362587,5348.453027164301,254.57532274774178,632.1363533795295,136.71487654804596,1822.88504179349
Mexique,31.375197129663015,106.19899023481265,37722.81215807786,895.2442791118895,924.2200569316093,50.0048125910091,29.104650346941305,275982.34858420456,24.371573902132678,96.74358773126984,427.20153064304566,152.11505561330637,329.58936177922686,15.080400957018261,9.219450022381022,921.7881758760161
Australie,7520.675343435568,20466.981865346195,189695.31144138292,75196.73222061354,5436.097334225748,1232.3501561442313,2949.797501412309,10796.273031381865,939302.2251510047,41461.93372094782,34611.119525376205,16642.70753938665,23663.74615186506,5219.024614021773,40888.15396644701,102104.78681727569
Moyen-Orient,7673.696155187714,6160.726167852927,27370.323311770437,26170.301236162115,2616.730818489743,1613.8111247673153,1352.4967306970339,1291.1292400549448,1841.6198970649614,229723.11775292695,34254.12551284978,15406.996108594789,1812.7675299715556,8660.783298407863,1178.385758438759,6465.096364645781
Union européenne,1158.1852076299901,674.1955855339252,3993.326972533711,1601.035693825534,584.4848334419564,151.838221513539,1768.0949213322228,294.1831724437945,299.74475721739583,2757.4212926761993,203312.62486140235,7463.485878479664,373.84405500581977,200.61890913787678,99.33307099376883,910.404260178825
Europe,938.0335709790575,921.5857023179844,3081.599383835448,2593.4650552720464,513.5207867208769,193.68455228140564,27766.028676256654,188.85257254089473,242.9275236261117,2898.5367768782908,14704.951073641892,141418.13114490046,312.48815921823143,355.61040654473794,126.85795551346587,806.6028695606633
Canada,194.89399802548317,865.9977651507626,63952.03329944686,2226.201819155285,564.2595203102526,101.3389394099887,149.35434507173005,3293.874855457478,126.1612813983124,341.89000987644374,1597.6893480475367,535.1633511627138,56376.987929876006,110.71239098432068,68.73062489820936,2186.6814537127725
Inde,321.28359885550384,182.9227963252704,914.0971179465214,1387.5872754733514,90.82898105362779,36.29643725711723,43.577473586169894,38.21505205522481,98.61218813749024,1293.8111740632596,1535.1987558576363,599.0432849302355,67.69686611460017,13195.340989653136,50.356396612030856,178.9295876873803
Indonésie,40.9461493801779,89.24482021701039,159.8939810798061,223.24556479133162,33.11505534317288,8.58435541863816,14.633702441957588,17.118031902316527,28.18714678587098,64.16153664354803,259.7032069438723,76.89268126702738,19.993071052248624,51.16346277389797,13342.127988468916,74.02023439421319
Japon,0.14396468322542283,1.1614467995465498,2.694085768772482,3.5620047561160635,0.3251077814410621,0.07322981710853062,0.0821382679924788,0.1374033638320351,0.21739268478629814,0.36574692068464776,1.5834286870652214,0.4748557467179336,0.1534415625151988,0.13143679571600833,0.10585327286287545,2735.8885344411165
