Afrique,Chine,Etats-Unis,Asie Pacifique,Amérique Latine et Caraïbes,Brésil,Russie,Mexique,Australie,Moyen-Orient,Union européenne,Europe,Canada,Inde,Indonésie,Japon
Afrique,98.14274387623648,2.2485103518387373,3.7866819484899414,4.820976247046623,1.4283859713333662,2.637612630576077,3.525148758125638,2.7226216152490363,2.489597747429629,34.75613931517415,38.86846499209383,18.18673057683743,8.838192137613673,33.48194786730876,4.918248098708007,5.774776936235964
Chine,0.06258710252525443,64.12641180590514,0.647277083635458,0.7849002595709559,0.31766280434991995,0.15087217680186235,0.4554148554206181,0.2631321163957313,0.353205346369812,0.5944310779475898,1.3930872506106413,0.9137013463616432,1.2374032029937785,1.6991407132748275,0.6934896724965233,1.4495720337526536
Etats-Unis,0.03593475035508881,0.33998514811196573,72.8911109619999,6.617292482592584,1.7419464348310079,0.19514626916678873,0.31727416982718254,9.631813983259404,0.23970630819689578,1.4133353835505684,1.38828058233454,0.7766132667807933,23.22626127131361,1.1509816832607707,1.230076565836543,18.81690392524609
Asie Pacifique,0.5903327902236818,18.109649389459015,6.816420296414499,66.75984022186161,1.9041160399664396,1.0156461975941717,4.933472575512159,1.6657288015075513,9.945312541845249,9.872989390914562,13.666533303304185,9.943833192134772,11.936223100373375,25.916944273884933,21.394293429092983,26.160085618433204
Amérique Latine et Caraïbes,0.3721601970925551,6.724561372264973,4.194801686867349,3.78258970876109,91.0321593501401,5.709437228479468,15.445438928557659,3.591880238076823,0.6354640063216255,8.718973614244579,11.377109210661377,22.439743042284714,6.635050986371974,4.074943298356618,1.2986976761906908,3.7109594638472925
Brésil,0.1644023669276839,2.1659110069343632,0.31524604981136184,3.451482729412973,2.350823108306053,89.18585748521645,0.37321066333418124,0.22473359876624444,0.19893783384617839,8.882190131627267,1.9905004869792928,5.806266452996714,0.5659632966195528,1.512040575625809,0.7096540910290705,1.1022043684087697
Russie,0.028758043539320488,0.26086410766193774,0.13168898709097301,0.6353566139162498,0.08343797772641696,0.0711156940297622,66.16014100111563,0.07246547971961687,0.09875236205634808,0.28343238586790637,1.219020168767625,1.6302949757821503,0.2578543477304866,0.9417297640845121,0.25453474744478366,0.46164275460512316
Mexique,0.0037707753857007054,0.03590383849402948,4.939124420084514,0.49464142188655097,0.17841126563554577,0.0245253449416125,0.016728618388847125,80.45606902689012,0.027518784107632078,0.055891135793501585,0.17099574986809823,0.08020262324939517,2.212981081634105,0.11992030188278922,0.07471306464205409,2.005975520086011
Australie,0.12213901060357682,4.966892929907437,3.9464852081276676,9.538427080296179,0.48933374858280826,0.4509863476735857,2.7831177005959744,0.5626029565513686,85.20688989588596,4.806804580914576,4.421965626360468,4.424467138553102,6.811797902477138,5.441494780738833,54.829762188110934,36.75968750052219
Moyen-Orient,0.29665214927932126,0.7589549613449885,0.9344907747986535,1.8626902360536484,0.26391780068930254,0.38941986499417786,0.575817801012196,0.2724785034155131,0.5062837601348475,27.720003446227754,2.9735397464671056,2.7558511465990474,1.4155163253475518,9.466633946887605,0.954871000344774,1.5513208012268391
Union européenne,0.11809388253244953,0.08164379193412385,0.19081685840148274,0.2538854197645389,0.08056407203312604,0.08142344660467617,0.6514526363865802,0.11963977474659979,0.12921968313188253,1.5647638326729485,20.382164323078765,7.2579035205663045,0.46698130930911436,0.6472817574692296,0.13196459931887788,0.36443915580718456
Europe,0.04305276227329903,0.08202633442097905,0.11527389120034393,0.4219075530542831,0.06148349986300223,0.051754783535024725,4.670219093624977,0.06020364969265692,0.10129465616649524,0.9670187140740206,1.7450456367391385,25.501070988808923,0.32877467382045006,0.5847092348289946,0.17371603994747464,0.2340561022142502
Canada,0.003600132848130686,0.07309147310269487,1.0288702993675434,0.19525729709282444,0.042191594466227486,0.01704699788038837,0.03621415114951436,0.332174274497936,0.026358072475386574,0.04442804425729848,0.16956373835438923,0.10898668645527693,35.96835012022269,0.09956511853196247,0.05998090305134145,0.712211154577027
Inde,0.01567681717679408,0.024924289048422775,0.060228330278444216,0.37706991004760904,0.025029313472574616,0.018904722241330867,0.055950936375134264,0.023781104309810057,0.04086970207038599,0.31887586441976246,0.23072972548341605,0.17245888090590425,0.09641365735642232,14.860453249954537,0.34986554331127556,0.0850714723886318
Indonésie,8.521714969139797e-05,0.0004595093708205666,0.001018015944913115,0.0010492165112724247,0.00046435259515151343,0.00020851073682891138,0.00030024655488976375,0.0005274232329697028,0.00044713797481381546,0.0005233158121320937,0.0025141025501465115,0.0014656896626819322,0.0015119552394812603,0.0014812961974277497,12.92568943381149,0.002264977919558641
Japon,1.0125850964110584e-05,0.00020969020036725955,0.0004651874869594692,0.002633602131006634,7.26660089464858e-05,4.229952778873609e-05,9.786401881090766e-05,0.00014745368862288877,0.00014216198685282434,0.00019976650137621454,0.00048535634698475825,0.00041047202113916577,0.000724631576596282,0.0007321377123926298,0.0004429466631817648,0.8088282147292017
