Afrique,Chine,Etats-Unis,Asie Pacifique,Amérique Latine et Caraïbes,Brésil,Russie,Mexique,Australie,Moyen-Orient,Union européenne,Europe,Canada,Inde,Indonésie,Japon
Afrique,3833031.4987786915,11733.751707255875,47399.44077596204,39375.882244691886,9819.599401194408,6337.425074168276,9258.577845900327,8534.525448459595,9228.326323468485,24899.61565240385,329259.3667432499,71863.62769685424,14632.286862667488,6582.905174793952,5865.721171486,29716.793702842726
Chine,257.7491666737019,1288987.61305911,4499.725648479777,12338.74651290293,416.54099872419835,148.45981589466817,351.92346780600536,268.3627441492815,731.4302754298936,558.8574348097743,3240.414446276181,1292.4816876617078,702.0175496526069,469.5482568579131,1122.0309026538216,2471.663584947792
Etats-Unis,1620.909898921956,1182.8089992075772,1840497.5426214589,6806.85698820844,1986.1206890110118,227.80127968561976,473.7867015730198,831.363398491894,886.2026659034432,2577.90624279834,22316.884146047774,11982.297414981454,16740.87138093989,79.7831903232768,155.97471471454872,13858.736705911342
Asie Pacifique,15817.325415261022,29486.016253396436,221395.60407507292,978335.5446180713,13574.932852728194,4682.694735897436,25735.984431288784,5311.756591540983,25151.502891972286,23190.049536896477,132851.44782720762,49857.50655781985,14164.277608277145,13015.44225015206,17609.352610270802,116011.22447136663
Amérique Latine et Caraïbes,3861.597514729191,3674.870874481256,49117.80635005351,17689.219073311036,1140959.1499103059,141128.92401943295,4816.58078342291,5257.12186903421,1518.8896443344524,31782.983278042342,215432.60676381495,18013.811672911517,7077.700304048936,1662.9149073123724,1663.2588583045056,18802.27046740787
Brésil,301.7098341058136,426.8432934781206,2236.6165933080074,6093.300040593851,17577.325060568677,1128128.9923092127,471.3890477905754,298.6937638737469,271.0281191417577,1322.7900044764851,7502.393903272106,3717.7781485223654,797.9236155818843,45.82240301367508,197.42983473128342,1530.1373897661529
Russie,505.6632076716096,3086.0781360256365,3046.6045296207744,12795.736968272,1177.6887978689163,240.3119916123553,295791.51874380506,389.2597093102229,380.5344632892271,1343.1434699898716,53712.95896147193,6292.7080538212695,495.13453961670774,185.08520188881764,422.8559798701089,7910.960095062454
Mexique,193.95580676724046,161.860577668933,2558.8555142962646,992.7673731274583,1986.2113173542105,343.7985636473422,103.95191607822758,312879.1105166672,156.2626279333149,358.7514839049793,2103.1157515717937,552.149410441807,927.5935629721387,27.90995841230566,69.79690235711122,1327.7544529373956
Australie,4875.691064953598,9220.1876920679,24334.608708638014,132932.89640363844,4433.903739299572,1395.724094470176,3235.7570024636475,3073.9528657847504,1049279.7577903476,7931.182596194647,30295.667369264214,11076.875582964842,28237.353018954727,2505.701890395323,55999.80942965788,239592.13252003997
Moyen-Orient,2075.738021208757,1363.9295037551638,34364.53971579025,11529.389926857546,1910.1490630327569,1586.8373544169115,1711.6744043127044,893.7326273968959,980.5034708240249,260921.00440135566,29900.70888932248,7819.236019753306,2140.46569128343,4607.213583614973,1320.846836470304,5264.564237133317
Union européenne,889.4989247361749,444.7183073809875,3043.680608371504,3784.998967017722,603.0934084452542,277.6713039510546,6572.990948706905,430.31154459838444,348.96704374643576,4524.711590044628,205525.0374000171,8509.245822611894,631.3576801113128,122.48612491193713,279.6152810114779,1112.8484963289743
Europe,490.5757181680579,1547.1378057318725,5001.048600798182,6624.382667166857,764.8675373451331,249.35156301609865,33484.256278750625,339.9238627067152,760.1862276843516,1293.2278046433871,12969.722368497589,128095.10960998271,669.8994515324679,518.7207412546212,1233.6472770211415,3236.091032263328
Canada,738.7445213695217,1455.6279389691042,6253.681831196922,4003.595238588695,1376.7656886384252,1034.8040520126394,575.8118521412225,1206.4056943833557,575.7107400202206,615.764919639631,5387.8821363305415,1709.4579418212652,103722.49228401676,197.78995209496077,288.3385859749688,4586.051335750522
Inde,18.110012213691807,20.066610222580277,75.49166024038927,346.8629179885028,6.791756963409178,3.7855976408908765,5.712830545320079,5.444874920129301,11.042002359972964,1007.9383600737943,100.33523047849862,40.478725874721796,265.83404996344547,17399.91893987509,18.434201329902447,64.5724528900556
Indonésie,14.03927367183184,31.081555743192517,89.55032878212002,178.2702150476057,22.785559066925675,11.239003552988796,20.54435552499675,29.3346421554101,21.008211765137013,55.65297445906384,203.82106727208497,83.6937323094074,37.81483695074666,3.0504060038908793,14549.091971969363,66.65841253733494
Japon,0.04059890011636334,0.24036337983510722,2.9374816727309323,3.5200144954233377,0.12168474581650031,0.046188232491933365,0.07987527048860062,0.13812092574163046,0.12735557916345064,0.12744255751874042,0.8194009127406715,0.2178405507573657,0.23382576285432757,0.05421187566406013,0.126889302135576,2771.487807377184
