Afrique,Chine,Etats-Unis,Asie Pacifique,Amérique Latine et Caraïbes,Brésil,Russie,Mexique,Australie,Moyen-Orient,Union européenne,Europe,Canada,Inde,Indonésie,Japon
Afrique,85.98985230312383,0.26323383373967824,1.063354400524578,0.8833546762151836,0.22029192884368282,0.14217317188326808,0.20770602635527954,0.19146270596109824,0.2070273666712442,0.558595532814425,7.386572305678526,1.612181567928191,0.32825928682783384,0.14768024835860719,0.13159101284403762,0.666663632230533
Chine,0.019558196076048223,97.80932680074363,0.3414424871169526,0.9362731478294785,0.03160743691976421,0.011265239869263154,0.026704211214099598,0.02036356213024193,0.05550146651269619,0.04240651261698963,0.2458850281683378,0.09807445974787926,0.05326960727797183,0.035629666599153786,0.08514052899061363,0.18755164818683948
Etats-Unis,0.0843246334149289,0.06153330010779347,95.748246516264,0.3541132795970174,0.10332400285176085,0.011850911277497522,0.024647816608180776,0.04325003743825852,0.046102941923756253,0.1341104764963208,1.160991783584342,0.6233553374305172,0.8709107416662153,0.004150562767960334,0.008114276215507097,0.7209733823559437
Asie Pacifique,0.9380508245537498,1.7486762858540676,13.129927058010804,58.02045796148141,0.8050651182454241,0.27770849640002837,1.5262796195101558,0.3150151823845251,1.4916167814197605,1.3752922519087631,7.87879157226121,2.956813108974347,0.8400163707091137,0.771884374516763,1.0443274891458416,6.880077504624049
Amérique Latine et Caraïbes,0.2322821720199558,0.2210502221843394,2.9545261256068835,1.0640389662602288,68.63078519092998,8.489163586063716,0.28972616690776853,0.3162255210842481,0.09136399749039277,1.911804728726459,12.958666363376631,1.083563806373477,0.4257366525796725,0.10002738117619947,0.10004807045912353,1.1309910487609303
Brésil,0.025766900337849293,0.03645366295575502,0.191013584375031,0.5203856060572786,1.5011548575602984,96.34550825703337,0.04025800037566422,0.025509319137979082,0.023146592338886742,0.11297012679174069,0.6407263342072667,0.3175091037888174,0.06814500541836536,0.003913366944744808,0.01686108406216187,0.13067819861481142
Russie,0.13040077028861663,0.7958399187507179,0.785660438410502,3.2997733110865584,0.303703184397222,0.061971819069331344,76.27891708127049,0.10038255733515959,0.09813248498495919,0.34637074724358735,13.851534216437406,1.6227678125883673,0.1276856302435375,0.04772989715122795,0.10904638632917854,2.040083744413131
Mexique,0.05972578366422203,0.049842538910021,0.7879612032356719,0.30570783285423864,0.611624005637987,0.10586761478666695,0.03201043451418971,96.3464326190462,0.048118734191588686,0.11047214246408651,0.647622973979506,0.1700261352729197,0.28563853484873464,0.008594453375717915,0.021492909957660265,0.4088620832606105
Australie,0.3031352148050975,0.5732446004769416,1.512950008484835,8.264806274464851,0.27566807341401817,0.08677603185875633,0.20117597299168732,0.191116161761835,65.23662810688043,0.49310358427699036,1.8835655322089386,0.6886800280163655,1.7555944293631478,0.15578642507567364,3.4816632215530703,14.896106334367376
Moyen-Orient,0.5634612811839977,0.37024010630349613,9.328290650224691,3.129665089274622,0.5185119833581384,0.43074867811580003,0.4646358273392616,0.24260466692985921,0.2661587041480989,70.8272825981144,8.116579051375869,2.122539887285307,0.5810316756825733,1.2506329999198544,0.35854527070424513,1.4290715300398047
Union européenne,0.37515575595530615,0.1875647380261453,1.2837050925708442,1.5963640981159672,0.25436114340896865,0.11711086437990947,2.772229757310733,0.18148853058814388,0.1471806108579754,1.9083458673616691,86.68239907812702,3.5888661137373825,0.26628190453473544,0.051659842982950205,0.11793075765170762,0.469355844390537
Europe,0.24867210169111473,0.7842418519893525,2.5350240954931684,3.3578897186392225,0.38771021675753564,0.12639593632299562,16.97311969188894,0.17230690028829204,0.38533726785504907,0.6555352501892268,6.574332973039016,64.93122048930255,0.33957103534675204,0.26293877202126553,0.6253339693777419,1.6403697297977835
Canada,0.5524193983876327,1.0884914704082398,4.676386835997184,2.993813976432156,1.029519747948078,0.7738072030668478,0.43058138198389895,0.9021277161787732,0.43050577222242137,0.4604575419725987,4.028957944510296,1.2783008204774273,77.56174851974524,0.14790364352328414,0.21561422601272845,3.429363801133191
Inde,0.09339477136541625,0.10348510269915288,0.3893164877501515,1.7887996174947605,0.035025630092480546,0.019522627703429295,0.02946152086115953,0.02807965241979815,0.05694448317634975,5.198018177942164,0.5174367526572444,0.20875200434016325,1.3709273094088892,89.73276395351111,0.09506664038628629,0.3330052681914489
Indonésie,0.09105983027427596,0.20159740858347866,0.5808304567968059,1.1562745982909202,0.1477889234043271,0.07289705863064129,0.13325230143166594,0.19026679002545052,0.13626090939003796,0.36096955775346246,1.3219994300243703,0.5428441126841371,0.24526999865336443,0.019785172614680754,94.36655175904815,0.43235169239423976
Japon,0.0014602244790486896,0.008645172408516501,0.10565268105747938,0.12660469416883793,0.004376646757887286,0.0016612565250635803,0.0028728814057472473,0.004967808395269928,0.004580610157045604,0.00458373851577398,0.02947147010163746,0.007835091685578586,0.008410033320447189,0.0019498436576585625,0.004563839527098262,99.68236400783691
