Afrique,Chine,Etats-Unis,Asie Pacifique,Amérique Latine et Caraïbes,Brésil,Russie,Mexique,Australie,Moyen-Orient,Union européenne,Europe,Canada,Inde,Indonésie,Japon
Afrique,6295812.131740178,104098.39077509247,115814.87745930594,89428.18771678147,19031.8581927329,21200.621640515375,15943.906301753404,10069.924917742386,8498.817020089531,348458.7535728482,417376.49268607574,86262.24165639191,13657.16778476524,59670.136866100474,9609.269691206518,20808.718718763317
Chine,4014.9340012937228,2968835.0199129432,19796.834575280838,14559.749759161823,4232.548881623357,1212.6814602637942,2059.797268559445,973.2239840861236,1205.7480419933686,5959.658252841359,14959.218759573549,4333.815031163491,1912.0904928929083,3028.1380079104097,1354.9396365010841,5223.359628606809
Etats-Unis,2305.197799665375,15740.157378837543,2229359.4230440063,122749.51046951581,23209.747359877307,1568.5480760909363,1435.0003312713832,35624.35671921735,818.2928563579883,14169.844402638213,14907.603900407057,3683.586833244569,35890.252469751205,2051.231751591197,2403.322732958829,67804.46504894052
Asie Pacifique,37869.57849009355,838415.2456323779,208478.79280043213,1238382.2730842924,25370.500118620766,8163.568261014625,22313.618483453647,6160.886944610467,33950.621777357395,98984.80225316714,146753.66620397306,47165.010675599035,18444.383088757368,46188.101663098256,41800.155520208,94264.74291621
Amérique Latine et Caraïbes,23873.906427161266,311324.34722779354,128297.13452020127,70166.3159485343,1212915.2641515168,45891.35533326172,69858.22385473383,13284.976549210203,2169.3031808678434,87414.84923004007,122169.422955555,106434.88277580845,10252.776039537495,7262.1946996085135,2537.3946103161893,13371.999042141999
Brésil,10546.336645074485,100274.32170794731,9641.734670373547,64024.344782088614,31322.438704516328,716858.7222817605,1687.9956720406135,831.2027104299342,679.120251445132,89051.22845196482,21374.348385364134,27539.945004062465,874.5516709301884,2694.695913518888,1386.52166611069,3971.6617500657503
Russie,1844.815339871555,12077.121991625048,4027.6801986929995,11785.74372176357,1111.7301568673558,571.6142333980076,299235.9078751212,268.02179774730763,337.1140001572715,2841.6417314390756,13090.05546417415,7732.7202147719245,398.448012461662,1678.3116722032005,497.30981131728316,1663.4745090941058
Mexique,241.8935163388069,1662.2257517386531,151062.09004336005,9175.503811300647,2377.1571379912716,197.12999273767207,75.66192023379615,297575.8988100794,93.94172652492873,560.3543977587713,1836.18278619157,380.41241326944225,3419.596843540506,213.7169813037309,145.97433337912366,7228.293112461294
Australie,7835.161667035194,229950.26940068576,120702.42681895611,176935.9987994376,6519.8977719257555,3624.94128638494,12587.77171963876,2080.8508605239867,290873.40186731087,48192.15154320879,47483.853666053794,20985.874942949853,10525.893239424462,9697.605993822252,107126.35096807785,132459.1418567566
Moyen-Orient,19030.099695345598,35137.03643044295,28581.20540419752,34552.54777288487,3516.448815699329,3130.0817721816015,2604.368126326013,1007.7926568000349,1728.3165692415105,277915.7305797322,31930.398859217377,13071.39271528764,2187.3188154705035,16871.04183755066,1865.6262918162795,5589.999155246469
Union européenne,7575.668551408004,3779.8302107742816,5836.093808129383,4709.525999255036,1073.4381498666548,654.4659606651272,2946.457158903159,442.5012796953323,441.12123874857474,15688.038588654053,218867.30696075287,34425.26542990887,721.6002995049056,1153.5586642744356,257.8323417397799,1313.2129547220645
Europe,2761.8150086263518,3797.5406283634925,3525.6279152119187,7826.304449597816,819.2080250503068,415.9949687430746,21122.948489983268,222.67002832256097,345.79270838461446,9695.154364878954,18738.61053137735,120955.19526390705,508.03725624363875,1042.0445132818786,339.40627720309584,843.3931992810461
Canada,230.9468756011172,3383.8869023437733,31467.78347473562,3621.985532118222,562.1620898845483,137.02048131679103,163.7930970698666,1228.5842384652494,89.9793692382029,445.4275195869807,1820.8055917693175,516.9393060844128,55579.89517364057,177.44081895822066,117.19064637952312,2566.3678004537633
Inde,1005.660651725787,1153.9099115253503,1842.0709174052122,6994.574743807356,333.49133513740196,151.95251145349388,253.06066446252166,87.9571121890482,139.51816911804258,3196.991623625565,2477.6168444078694,817.9969235065778,148.98267369134686,26483.682575196264,683.5670535249544,306.5448864038591
Indonésie,5.466641176611007,21.273722849165196,31.135805308061016,19.462765696698433,6.18704812264539,1.6759690897178248,1.3579860786164413,1.9507346618167705,1.5264087680828984,5.246669486702696,26.996880500598923,6.951973876853378,2.336340517058023,2.63990455961643,25254.202964446093,8.16157731332666
Japon,0.6495687080486897,9.707943929049765,14.227662246441904,48.852816042654794,0.968204116713921,0.3399954465738194,0.4426294756036883,0.5453741955768747,0.48530278223537754,2.002822737126423,5.211842810068011,1.9469269933426163,1.119732957784106,1.3047854227727587,0.8654288803469924,2914.515832895495
