Afrique,Chine,Asie Pacifique,Amerique Latine et Caraïbes,Etats-Unis,Inde,Brésil,Russie,Union européenne,Indonésie,Australie,Canada,Europe,Moyen-Orient,Mexique,Japon
Afrique,12532678.033890367,319041.0522836617,207255.9483224412,37830.95490006287,210010.70773870053,141763.30645103383,26247.562167451473,30736.656631449492,641569.8040686201,13385.442768737379,22606.78025227714,31649.877077678848,163066.8905378965,359669.0263178058,14681.002197593525,58198.15546301271
Chine,45784.490692173764,6996923.82058066,344031.93639566604,65762.78804482466,263365.9952884532,37076.452930566724,13013.769810170772,20431.963268945878,166731.40075648567,14323.390224410348,25953.79694292084,26344.552606482157,62591.28047932603,96482.64008746887,13370.433584761802,79153.22958049456
Asie Pacifique,148825.20925202372,1343251.7246738255,4789743.976494354,108524.35144893151,508027.41650478204,401732.52219809644,25109.802858556734,62997.67130422808,532385.0165700767,120199.14603437277,117670.61313478841,52052.01888577842,164204.74317772168,321302.34777761524,27049.492008570327,289482.5430171755
Amerique Latine et Caraïbes,66274.93661393,357854.4771475791,186307.00439591496,4698375.293772978,406084.86683504813,78067.73537552034,126598.06808388255,73923.3435531828,342964.6797806119,12934.497946804611,14127.75422650752,39069.97584824842,115479.57611276912,175114.28047863842,45358.270862296136,60187.36897796017
Etats-Unis,42721.19423247146,480979.75555280223,278016.9701287556,198160.99589433684,4864819.264833721,24681.116986028024,19729.059877142347,7870.98422760833,131099.1946891324,14770.779870314105,15470.61836561343,121132.37599819034,52961.79216336518,70738.35097954264,149695.98349850785,132974.9109378726
Inde,18707.099887464115,24907.498081478305,58157.60243315343,7547.372916058608,41589.95872886082,3028484.619217913,2644.5059873688565,4516.688360526938,45563.321816269134,4143.239653782337,4322.568992776953,5247.053047312222,15830.554592013572,48837.344243765096,2264.613350514068,7660.267267971226
Brésil,34731.565957844665,259428.54318382998,167037.06371244809,175095.0953459543,118697.02388498592,25869.51656597171,3078029.768754083,24229.69463026205,121790.4411604892,9021.9907348779,6428.353022910849,9693.381254730959,35667.52792945391,145198.60074869829,10138.102296764237,28853.45886070521
Russie,76421.50900534683,362512.6604611919,186425.0812209723,22285.208139512786,79132.17270495596,25192.432297730935,5338.686340833947,2076146.7608819504,167730.8720744444,7137.916637270832,8124.429536187945,7700.980796632478,93684.79221039638,122212.40303515657,7042.6528183242835,27311.712972259193
Union européenne,65356.45639934763,66449.7492945812,58446.77803186308,19017.019095143325,72782.35138161674,13384.59868244579,6145.967768357633,16234.079145109295,2219362.069049008,4137.423705025644,8494.739015765776,10445.966615349831,148661.66067782152,90724.04591572686,5536.738251266568,20484.94705319181
Indonésie,9643.002582581594,45059.52927003659,48925.50466440762,5898.591957805573,29093.519596483264,29068.312542193184,2967.760217224783,3816.045716023788,29707.270237327994,1585039.9377874034,2847.5578149706657,2840.699399309871,7329.040195811369,17332.463656530148,1459.8928850608759,14118.493613424142
Australie,24958.70786937063,366652.5315316652,306975.5842745048,18712.326523337826,192057.96252776586,35466.78770316944,7313.544324157534,15375.275477458446,128558.34337736804,147474.70323796404,1181041.7864416263,21220.100210254946,43914.622206619024,87772.66144705597,7023.333210345703,164128.81885349532
Canada,22478.050342304734,213322.067154103,105756.2389965715,44818.786078281635,659253.1920502027,25703.100473436793,5378.379386929568,3775.200637637409,72955.4276502236,7311.957642819711,7755.332115095712,883945.6385631101,34764.914543745675,30326.34801714224,24920.16048782288,77504.24311242695
Europe,37448.26172078321,53781.30739398816,64949.23078999698,7663.207505978438,37361.675144076544,22352.85485332933,3317.372972530394,62549.07482193218,196872.9893756315,7669.760455405157,4766.7390564565985,5957.760282718478,803368.1270389315,88864.39110368381,2764.2925339409016,8761.246209209532
Moyen-Orient,47665.2951395105,51574.49159547861,70245.93079300491,7358.423399629489,61472.924821245346,29447.634805822,4122.003403005472,11932.137250961225,75494.12309711115,4747.152759240535,4641.455645199176,4408.23308258746,28076.598913552854,619294.9805212218,2435.95947045462,8939.004107330917
Mexique,4599.182321798794,6466.720745892877,8460.652267311052,26935.365430064227,289544.06058211124,1180.6232728612783,1220.9169447174104,450.28099348540076,11553.677693097918,291.3038226119168,981.4963691498289,11564.171982753467,4138.191166066328,2691.4049358321286,986423.7777102516,7029.466251492263
Japon,212.20247921384032,4215.028631384775,3708.8207548599744,364.7571048206868,1732.8674232482947,196.1073112032553,70.39302163272957,131.01332250453902,1175.7775264023503,127.23968038050378,243.19657408345523,150.5929227789367,436.26434659859,565.4695204053348,91.53562880185677,310509.3970578578
