Afrique,Chine,Asie Pacifique,Amerique Latine et Caraïbes,Etats-Unis,Inde,Brésil,Russie,Union européenne,Indonésie,Australie,Canada,Europe,Moyen-Orient,Mexique,Japon
Afrique,8914433.378311304,93603.52702491503,130077.929710671,28450.60539988001,189834.49970655443,86912.37892208394,15030.583746872298,18022.74260344739,1036633.9228974736,10642.663605187094,17608.60111149043,24959.98387917268,226159.9902876095,135092.82579433234,12723.340170045733,74461.86535726584
Chine,10890.919705926146,4879157.533364001,99175.12262146757,14365.188074948852,91541.42402272172,4389.709289674425,1603.0578556362643,5481.753342939942,63038.60025428989,9171.24756231199,7207.012770159275,6392.911287164732,18202.730631186012,14586.095815606053,2950.187497979384,51593.84992596881
Asie Pacifique,83653.8397729607,333657.6174817692,3763655.1606405503,66137.56665313839,612038.0722270329,221604.3634897043,11539.267504310641,77301.0208629322,423516.2090661139,53839.41482296825,85601.01640456852,50463.44931939628,169206.69027229174,120782.55191728173,35599.466191617044,590082.2519064512
Amerique Latine et Caraïbes,26487.991872196028,26550.333876733217,67345.52782635749,3850705.273053461,395624.3291950819,19119.356020064606,116189.56916331628,13285.517624933995,388393.0200910035,3461.4879456661083,6428.2913418322605,33092.557410624555,74518.12685600996,72776.4148338361,28765.14436016135,83434.23633204482
Etats-Unis,36905.32220523604,35320.93401957179,183628.21859007454,139939.05285150534,4656346.660388059,12042.290418605453,10340.917886919293,15919.724145631808,174950.7340370605,12007.983979289958,10614.664724443204,106090.2588548798,54251.05561145887,77283.4623306884,146253.7466903272,286148.9180859686
Inde,5424.878233197167,5086.953405422691,26706.40683903583,3519.6804183872136,30944.005297845033,2024816.5130129121,965.373718772529,4543.01082351845,33966.333875194716,3434.213991091298,2502.458274859936,2631.9215370453103,12289.242213768528,19339.10164070538,1742.9772820633832,8776.016540299584
Brésil,9402.957870544913,18109.056728806918,42582.99459412155,88645.01796246188,101256.85444189084,4371.646082514409,3782285.892395797,4478.603047701811,151945.98617807747,1454.6272727953483,4598.387272310723,6619.539697167641,31340.34047704909,27566.243613764575,3766.067434398731,25025.46840160026
Russie,18989.695559376145,410032.7100928088,422879.4500250865,16328.168248455873,138617.678126217,6388.65900139272,3609.4578255181214,3681828.3119390393,646936.4555938732,2932.1201315756266,10303.719783206763,9412.930365270406,173712.10101667227,44431.25887650903,3871.096916979467,625282.8812953215
Union européenne,31752.495657293686,19767.711988324714,43846.839049525064,15706.84611128579,74530.3161026392,7247.9892224518935,3426.3371647709164,16456.254808407284,2565180.0330872014,2237.9878315808014,6827.951558575004,7224.955841904568,117663.66122143202,62282.414323796875,4085.688270222215,22324.63725112858
Indonésie,7418.3375700837,57428.60088102021,172935.30041276698,6809.13975687407,126386.58859744607,34456.01620575738,1994.5329080576853,1365.7678464495445,91889.17480576005,624992.8665043844,13470.882837886324,6512.286606757565,27136.873994920323,45557.04099213085,4754.711772077572,123246.1861743029
Australie,19529.60043856407,40560.43800284121,227961.1531154923,12158.230293093446,181257.00910698506,15264.11158476578,2575.2375737808975,3689.508279520874,78252.94859999839,37581.90444981905,1998452.6176161864,20202.697349396523,37799.81310300313,79288.53488212627,8745.265870403156,212458.1152552314
Canada,17881.8841352925,28919.536858252697,59412.24814905893,42401.673533948895,1107411.4227365972,5484.280395347356,4782.812059723008,1823.7655278187176,87211.0480730655,4021.0839935378044,9875.55234486782,725494.226376107,30851.64083221664,24990.418548763857,24445.947241314723,143811.0107564538
Europe,9537.420312700882,6228.157201040779,40342.081602862396,6165.3459071229545,29866.502998504322,9805.96728090563,1605.4191140892378,98792.2296392082,178924.3949866257,1397.1618203843555,3089.6651020246186,3345.5789449093695,1064784.5742278644,29500.16812214262,1539.0078449816344,8461.576158341246
Moyen-Orient,10294.062401265921,5409.318894035292,33222.6761966894,5462.181374679235,42408.93642811877,14808.163830371102,2570.078905274052,2409.0237364499917,72375.48655741572,2843.252770758787,4974.571251538963,3578.413603031781,32748.364647690567,728748.2390232368,2337.2978791078767,12805.307142422598
Mexique,460.13122655912304,408.27525784085225,2291.991367358079,8051.262879928787,112919.47669102966,163.45873719798493,488.3232584099912,74.44212495559893,4801.880706333861,74.73082259960476,356.534927540203,2268.980240067641,1777.88607151295,541.6083946989075,1004287.4911693089,2967.4604304230706
Japon,61.15058209911544,370.51943925808916,1910.385823733121,223.44908069438767,2007.890134456789,35.486698390870295,24.482269575799105,12.001267591153209,951.404544027966,82.45497010194985,107.0340620205545,93.61462046582209,295.9596665536934,170.0298629607098,49.237361710340906,285011.5118783243
