Afrique,Chine,Asie Pacifique,Amerique Latine et Caraïbes,Etats-Unis,Inde,Brésil,Russie,Union européenne,Indonésie,Australie,Canada,Europe,Moyen-Orient,Mexique,Japon
Afrique,15106414.607162118,559937.9460829361,275073.9209522636,44075.79435051076,291348.70047212625,200586.8093558599,42348.04756286135,46326.42671725859,1046195.7459060707,25236.942256152026,20454.165407186585,35627.15377878745,218772.45871896148,540282.2988692373,22083.00364371429,67023.34063445435
Chine,67244.44950420159,9556185.60952695,427939.310461376,62901.873255709324,314766.17796169163,51114.24700132221,22406.02008640975,27605.519035687263,187716.5384634868,19450.590777913607,21743.104561297467,31833.451825106586,63764.225593199364,109335.66112460522,16024.192904762805,99039.24366765578
Asie Pacifique,175877.79603900487,2598104.8016082533,4958208.869381735,108511.83704009754,682372.5256102121,340836.47042011423,35517.409110848836,95573.516227342,606442.1396135568,163744.87223444285,116609.192868659,62657.816670496,184062.04473974145,307264.529228326,27624.084391136872,362355.74319681776
Amerique Latine et Caraïbes,92717.14729956567,613512.9783081337,190340.25927103322,4310119.342719292,433162.5208206729,76545.1253986946,126031.46893943418,99108.8581981309,309940.6721333687,14702.089771662453,12571.35025116639,34510.41870685657,150392.02957443867,158931.29079558415,45414.47512754839,66380.3514416663
Etats-Unis,51709.75097788468,294954.6477428972,306153.5754288468,166528.1279472683,4916317.707974143,33421.70382610626,20625.34475851504,9590.092536727745,161292.26926153857,18047.565970481905,11592.743012796142,123574.81522110935,54141.22574075765,95918.98236239952,160005.65779548156,188107.73750624448
Inde,24122.891382117778,39776.93783128998,70536.7707253003,7754.214545224053,50579.12023190061,4202474.709013197,3585.92936904579,5627.4766716440545,51712.32068533368,5940.8488394733695,3480.210528852082,6142.369393237509,18669.78307726761,61659.5846352611,2558.86873729381,9627.140606852316
Brésil,49544.12122102377,382375.6415635396,171515.7792786652,169234.13093260227,130625.88605223011,36652.682763574,2790683.9606757304,8715.850113033426,122465.64012098525,8846.811384156408,5266.7753062343145,10961.709760232356,57385.56945516811,179373.68630062815,12252.094716001697,27427.8773330845
Russie,140095.84114968037,485201.0544846693,228213.0929526842,26092.807270799294,102326.87704138235,39285.80758523582,9560.047556310317,2259515.339683375,188362.73552175288,13838.986027129178,8140.489836300112,9499.967852763615,124258.20964711046,220969.32638874263,9150.86213822831,34906.92397776882
Union européenne,80049.91887009017,92590.12830509222,67899.27264700017,19551.47842918912,86019.6838903909,13435.703173755803,8561.783937742157,26249.880084835935,2427832.398369421,3671.760930946399,7391.5473486135215,10474.317452823208,218988.65501152832,108299.5658746759,6475.591942596177,25271.037945997028
Indonésie,15687.243930215302,69828.4234439421,54160.61525873433,5665.280493207642,36402.014569794235,36828.91523418996,3952.279356414926,4314.64034463835,30640.226416354824,1983726.0350651655,2501.1415701153574,3551.9016321551558,8194.829854625705,20776.670889643727,1666.9597259874677,23831.451471231117
Australie,21469.044321490193,518846.7134777052,312241.8802644523,14815.407474948857,179393.92065441472,23733.621646794792,7083.5124119361335,16156.066617525415,102621.85311306654,126657.75120334391,748281.864542432,17097.20539182571,36753.54646329546,89226.15248132983,4525.79183424261,203091.7517162799
Canada,28202.88258532977,253827.70240838212,91890.53746832682,37877.44387210703,618760.6286440007,14412.52371086628,6510.412138502317,3804.0658150205822,61997.70514305983,9907.773527858531,4838.170750278092,760157.6423532687,31086.398957339006,27169.663552653696,22666.71154958464,82181.08654285179
Europe,63048.65873470066,72011.81975325813,76271.41396924452,8602.63607990638,43031.27385914269,16544.54786624294,4352.746530860091,81257.49523025351,267998.96856396133,12842.233008836563,3951.0626696505897,5516.92212117244,867726.7481335088,112707.3133514343,3558.799837997791,11061.638314227035
Moyen-Orient,55199.24873623665,70994.66327306474,72381.43297126345,7215.362547992758,57946.76275037159,36997.91143853756,6001.051907633321,19527.660220239442,86346.22419583717,4330.8445097449685,3950.312766653333,5452.961620800922,34769.80806024003,812989.9122863141,1985.0084992983232,12033.48771416011
Mexique,3603.510942020972,14437.982127884847,15580.376907281898,41661.1419774538,389044.96190154157,1656.3719481590795,2486.384004704472,819.1359104423872,15654.382975242008,545.0833678359675,1061.4179942539577,16314.426746615725,4372.782045909876,3922.921723429102,1019668.4166702355,12561.094473236093
Japon,189.48578263178902,6534.857288641718,3883.8634280094816,202.67851639807725,1736.2481071902932,250.32860512366227,90.359351795878,108.10282121351172,940.8880759255828,160.86817156741148,122.80366966684235,150.13477770193575,301.5882293935554,469.93777617612176,83.81424537380039,322962.2966524309
