Afrique,Chine,Asie Pacifique,Amerique Latine et Caraïbes,Etats-Unis,Inde,Brésil,Russie,Union européenne,Indonésie,Australie,Canada,Europe,Moyen-Orient,Mexique,Japon
Afrique,8596311.58294497,91300.17099783829,149461.86089232558,35346.70287721866,228281.20595013283,82800.21825521487,19084.371021704435,23876.53030233953,1154901.4390187326,12441.47291295606,18201.998082545007,27497.156619946116,270012.4072740831,208826.11039875072,16927.650942842054,93047.0544237452
Chine,10944.29566539983,4748734.5855876515,135664.43376844624,16509.011541285745,138165.10480634292,4988.499533938719,2350.6204605561197,5828.988064635918,81699.17538347883,6455.545728274911,8260.860884561154,7551.5676699143305,27337.38116416956,20259.682481932537,3995.63126258152,76476.77320917894
Asie Pacifique,95868.48509345751,190811.73390076088,3968432.3572025327,72573.06826612017,684776.0716162046,65566.52422079089,14697.059920951095,100816.98585272138,486847.08928496274,55135.14445460744,89441.17195836995,49714.86765421055,195238.50608371728,165365.85149446124,33680.030710312894,448589.3837850514
Amerique Latine et Caraïbes,26691.91975872479,39829.54195097677,77480.38663782614,3885422.440799994,364503.64910442213,16384.045276439832,129783.97561654473,12012.411740331887,348380.2331873352,3546.002100890189,5319.388703290356,33065.16475294424,64729.98048094679,68994.03119358487,42214.68649710304,69253.80939537543
Etats-Unis,35337.24781256274,57301.048798122574,205066.87134447246,109196.46767379358,4748982.564311246,10528.15425708961,10152.691845988824,9634.796283183989,168298.36559441674,9134.020543468117,9050.420808123521,92462.38574221943,58698.27039939337,67989.70916379604,150396.50742522845,221206.54909214718
Inde,4653.039586897643,5445.447329551014,27795.228038201716,3897.452424010064,33886.13561110212,2029376.3762221825,1246.8547843716522,4428.74173026692,36933.52108440252,2862.290259684929,2069.692905180956,2314.382721066879,14279.07516052396,22023.652339030705,1871.5789164769828,10741.556681916232
Brésil,7559.611324278511,32792.54331018487,65136.99667736417,83715.03126028574,100088.05162363827,2999.1283267080494,3754233.77474537,4072.957440862277,154726.57613405026,1063.5294992247498,5048.562772300327,4638.487533744693,31793.017874577516,23589.660935117445,5966.0306740557935,21402.055190985968
Russie,18884.541850744554,520468.03564273106,568765.0998930393,19296.10468512698,176177.61973972918,12486.360346954252,5072.594733752525,3156500.881591311,695519.4446175643,3612.8532037871473,9731.2900760783,9018.179628213245,218760.4989544385,60807.57391878686,5450.7192410573025,736683.6348614334
Union européenne,28696.092676223703,26313.97526771242,47180.773302752124,16376.940788963482,82848.32860373976,4711.76179541821,4245.795171989014,15665.668690599285,2537575.6268508136,2231.729694464347,5665.697887877291,6573.559293107531,118960.10021734217,61460.25204670527,4717.965022682153,26990.08430293547
Indonésie,5825.214387286049,62277.27159520791,140751.02825405472,6284.740644630273,106572.39570946038,23744.812399590854,2507.6741447426703,1574.5185701470368,84957.32884298416,716575.3817291025,10614.544774780963,5059.81583834561,26282.670369319494,39750.77743211127,5473.2367407442,106712.26101328296
Australie,20807.711215879393,51110.537493515665,244972.23509400172,13308.357790019536,206838.6512594664,12045.832672535342,2986.9648249305874,4262.319051970844,79282.48757431834,43578.25300029401,1933155.134194161,16527.846339179894,38939.83395094644,91073.12985340698,10729.822088187444,224208.8511146461
Canada,11681.47862387488,29442.11752155889,59545.41670642398,31825.027293446037,946055.1982891756,6000.399525355396,4706.620291991573,1550.8232246215277,67658.50393509456,2687.95673940837,6257.445583648511,979187.0538759577,26337.195388494743,21085.035262882586,22357.061783878635,101088.48787673307
Europe,9086.337116409231,5295.44982917773,25540.66262778855,4338.475016001756,27353.273152793132,2837.9147914706664,1459.639860318415,120566.5137225548,188310.37207722865,979.0904740859471,1940.1147723210743,2351.872402113742,1073922.2676033967,19982.789595222854,1411.9653214450923,7427.623962024183
Moyen-Orient,12800.279725262115,7101.297156230651,39275.08890461654,5863.700522431157,46490.282448637234,16552.689203039696,2959.7734588571448,2760.7136842239393,82298.4865160434,3172.6504981512408,3862.5705154712314,3863.088358984997,32152.38661952768,684430.8720879927,2818.8723524529855,15002.450813283562
Mexique,853.9937029475049,523.6428820286259,2787.8656785496582,6973.445964164807,123481.36277617581,167.69542434405443,500.11049477664403,93.13847214702322,4925.826766748774,59.897419086649045,272.3239075210958,1855.2345501353855,1296.011752613543,649.296070780956,989372.4950667106,3719.1183299243094
Japon,47.0608325330026,413.9292116536828,1763.4719465454073,157.61941094310745,1862.4862672371448,40.085836582304374,27.745557030985086,13.247438981268475,868.4742012890588,53.356263196021956,74.85002052606136,63.55602588434315,265.0325661196835,151.53689739905167,50.39827521044541,285250.05021740857
