Afrique,Chine,Asie Pacifique,Amerique Latine et Caraïbes,Etats-Unis,Inde,Brésil,Russie,Union européenne,Indonésie,Australie,Canada,Europe,Moyen-Orient,Mexique,Japon
Afrique,10479119.275495412,317846.0475673419,214468.8628727166,35987.53020993713,194975.0631939369,122296.02396703899,42131.394543801136,39716.22586072755,661863.7677878875,18065.353303765696,24502.82186088156,33377.05986835826,177340.20582426887,433897.44819088955,14889.00064637959,75651.37748256452
Chine,42130.62940000536,5826137.37795256,333202.3952225091,58078.758660011954,213752.180717985,24459.030417692975,19311.444403809503,31483.150828600526,135727.15629980926,13070.811436258717,25217.163829204914,22525.59885184869,57377.17746506681,84061.88392544903,11276.876510469945,83171.80667123738
Asie Pacifique,151547.68181464492,1339355.324897964,3292164.8528739074,172685.07140630548,482645.9616376672,487942.6486000481,43966.95537064,101617.52400701106,616210.7362005995,130358.22151379363,125419.84138390706,52053.66816975599,193238.8505095726,324902.08403124806,26523.731509516383,310671.9383511102
Amerique Latine et Caraïbes,75518.45044669659,252674.60730937464,179394.798563152,4272695.798206488,300570.29571544705,43186.17628627996,113103.55993202075,126369.69009108961,271169.68698502524,9374.367039705181,12588.40529270117,29688.397222290045,68537.45041787045,135925.33620911284,39126.90291314845,65832.40757286226
Etats-Unis,56505.40370391441,466485.84340827435,302756.67217546096,176239.93200494905,4692967.191521389,18028.699471680913,41126.43854511731,23571.10596570528,131006.98702696351,13073.274773283081,16902.935545208642,145559.60115221379,60945.08036966123,82442.2455838042,145559.12208030958,140554.93874534962
Inde,21936.509268435177,27736.184097185847,80225.24421568842,6456.794189905523,36975.41592888954,2062968.2433071914,3417.3835439974105,5864.80657100519,42576.5048305944,6509.201587193685,4446.697886547493,4696.64644538361,17452.80468186666,69805.40894962849,1993.3140860590922,9933.25447974005
Brésil,44774.41263841526,154776.27324241752,182932.2848726743,170104.9697972053,96529.19425775774,10509.579650114727,3481895.6319618383,50198.224594049774,98210.70494446009,7651.970563214967,5362.694647648087,8100.235616703406,32463.895612521643,116521.29133623459,6556.752936986829,31054.757979233284
Russie,68272.65114886586,356556.23797876126,272038.6546666202,32946.13820559551,80472.1253999637,20330.664371663926,8972.163405125682,2529374.256893659,245828.86892582933,12991.46820911948,11381.137697604427,8998.949266445343,152678.52028547757,113763.62281912961,6676.572370894632,41260.47902407588
Union européenne,68524.9112783641,54534.732222583516,63773.07426005576,17946.08754414646,57461.58888972394,10519.108180250983,8558.558438696753,37939.73183940078,2271821.9705392146,3859.019300763446,9110.288611915932,8917.030279726234,146278.8635597716,86402.0729764755,4652.784876288314,22895.650745724502
Indonésie,11171.412710870847,38720.342499563085,55678.92411323651,4407.500705927638,25043.413326462192,24617.9713199717,3702.12770903552,4000.8766271615127,27289.542806068897,1146357.6142171253,3149.980655748235,3023.868489011177,9303.58688113681,16976.218897381816,1256.424785613453,17414.75747503955
Australie,35479.315559206,222942.9882355992,262745.8676710597,11817.182979032821,98671.07775743796,15028.92129848032,6159.041620580376,27962.841781548443,61962.50035718516,86334.89205765774,1369492.392664735,10759.54838217894,31622.79135449234,87926.14099940291,3287.3692915483566,116955.84723152107
Canada,22889.76770306164,213127.26405940307,116477.91280689572,42666.465218746736,513065.17231872,17125.077737321604,8345.902126720666,7671.516315638931,59944.272054013876,7303.047108416699,7479.901459538184,1173150.620880548,30772.071338479098,28889.449128000935,27781.4352710854,100673.27174567152
Europe,38976.85529771649,33964.141483166066,80098.2230321021,7647.029433298268,31112.76419874216,11259.80645385974,3834.6986160638207,93394.02779551096,183555.40164099238,4671.971268556401,4515.314346134967,4057.8315410216474,935231.1215421491,85859.92702250979,1742.971025828458,14734.779847095526
Moyen-Orient,50263.93532107858,47417.17049072753,83871.2716971449,6943.625802736977,52072.6698877015,22616.49776948066,3988.8903469075613,16043.038443738109,79161.75807165772,6266.783772577538,4289.532826668997,3875.430446340633,38562.54081107626,568630.9027283137,2105.5175559440604,10155.036102022035
Mexique,2858.955623026416,5533.127407389541,7828.249281318055,21577.7863082039,182350.8785111495,511.076535975831,1779.9029217165037,815.278800975531,7337.9678187407235,301.0969982268538,1044.029017319673,7311.19550438042,3613.2959795147035,2488.78694834116,1109035.9252852064,7526.254715231163
Japon,172.5418583438838,2205.9212778792935,2478.764457631897,253.29038296232292,1093.013257374314,113.1221863117254,81.6320878217897,152.13249674102198,693.1638840376606,103.25957580372128,137.73720050463203,99.71404449198086,302.9530051641801,417.7611984772031,58.5959075245023,257356.61438147989
